detection,pixels,snapshot,time
211,2881,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_211.png,1775528467.93
212,2891,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_212.png,1775528468.13
213,2873,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_213.png,1775528468.34
214,2846,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_214.png,1775528468.54
215,2821,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_215.png,1775528468.74
216,2844,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_216.png,1775528468.94
217,2843,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_217.png,1775528469.14
218,2838,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_218.png,1775528469.34
219,2842,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_219.png,1775528469.53
220,2839,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_220.png,1775528469.73
221,2847,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_221.png,1775528469.93
222,2870,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_222.png,1775528470.13
223,2852,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_223.png,1775528470.32
224,2865,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_224.png,1775528470.54
225,2825,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_225.png,1775528470.73
226,2886,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_226.png,1775528470.93
227,2866,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_227.png,1775528471.14
228,2863,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_228.png,1775528471.33
229,3362,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_229.png,1775528471.54
230,4255,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_230.png,1775528471.76
231,624,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_231.png,1775528473.13
232,649,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_232.png,1775528473.33
233,541,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_233.png,1775528473.92
234,686,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_234.png,1775528474.74
235,593,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_235.png,1775528535.73
236,588,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_236.png,1775528535.93
237,529,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_237.png,1775528536.12
238,675,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_238.png,1775528536.33
239,699,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_239.png,1775528536.53
240,849,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_240.png,1775528536.73
241,1002,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_241.png,1775528536.93
242,1135,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_242.png,1775528537.13
243,1068,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_243.png,1775528537.33
244,1228,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_244.png,1775528537.52
245,951,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_245.png,1775528537.73
246,1187,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_246.png,1775528537.94
247,1168,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_247.png,1775528538.14
248,1270,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_248.png,1775528538.33
249,1179,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_249.png,1775528538.53
250,1370,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_250.png,1775528538.74
251,1352,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_251.png,1775528538.93
252,1218,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_252.png,1775528539.13
253,1139,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_253.png,1775528539.34
254,1142,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_254.png,1775528539.53
255,1193,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_255.png,1775528539.73
256,1129,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_256.png,1775528539.93
257,1082,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_257.png,1775528540.13
258,971,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_258.png,1775528540.34
259,753,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_259.png,1775528540.53
260,749,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_260.png,1775528540.73
261,749,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_261.png,1775528540.94
262,755,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_262.png,1775528541.13
263,763,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_263.png,1775528541.33
264,800,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_264.png,1775528541.53
265,795,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_265.png,1775528541.74
266,800,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_266.png,1775528541.94
267,797,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_267.png,1775528542.13
268,802,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_268.png,1775528542.34
269,810,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_269.png,1775528542.53
270,805,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_270.png,1775528542.74
271,800,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_271.png,1775528542.94
272,808,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_272.png,1775528543.13
273,787,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_273.png,1775528543.32
274,791,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_274.png,1775528543.54
275,802,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_275.png,1775528543.74
276,795,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_276.png,1775528543.94
277,807,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_277.png,1775528544.13
278,791,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_278.png,1775528544.34
279,803,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_279.png,1775528544.53
280,795,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_280.png,1775528544.73
281,805,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_281.png,1775528544.94
282,812,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_282.png,1775528545.14
283,813,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_283.png,1775528545.33
284,803,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_284.png,1775528545.53
285,815,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_285.png,1775528545.74
286,813,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_286.png,1775528545.93
287,811,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_287.png,1775528546.14
288,812,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_288.png,1775528546.33
289,825,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_289.png,1775528546.54
290,814,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_290.png,1775528546.73
291,815,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_291.png,1775528546.94
292,812,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_292.png,1775528547.13
293,804,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_293.png,1775528547.33
294,806,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_294.png,1775528547.52
295,797,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_295.png,1775528547.72
296,803,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_296.png,1775528547.93
297,802,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_297.png,1775528548.13
298,796,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_298.png,1775528548.34
299,814,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_299.png,1775528548.53
300,815,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_300.png,1775528548.73
301,814,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_301.png,1775528548.94
302,804,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_302.png,1775528549.14
303,801,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_303.png,1775528549.36
304,794,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_304.png,1775528549.54
305,797,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_305.png,1775528549.73
306,799,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_306.png,1775528549.94
307,792,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_307.png,1775528550.14
308,805,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_308.png,1775528550.33
309,804,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_309.png,1775528550.53
310,826,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_310.png,1775528550.74
311,815,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_311.png,1775528550.94
312,795,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_312.png,1775528551.14
313,825,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_313.png,1775528551.34
314,802,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_314.png,1775528551.53
315,823,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_315.png,1775528551.72
316,809,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_316.png,1775528551.94
317,808,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_317.png,1775528552.14
318,814,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_318.png,1775528552.34
319,805,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_319.png,1775528552.54
320,801,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_320.png,1775528552.74
321,809,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_321.png,1775528552.94
322,813,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_322.png,1775528553.13
323,801,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_323.png,1775528553.33
324,804,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_324.png,1775528553.54
325,817,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_325.png,1775528553.72
326,807,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_326.png,1775528553.94
327,807,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_327.png,1775528554.14
328,809,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_328.png,1775528554.36
329,804,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_329.png,1775528554.53
330,820,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_330.png,1775528554.74
331,798,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_331.png,1775528554.93
332,800,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_332.png,1775528555.14
333,791,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_333.png,1775528555.34
334,802,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_334.png,1775528555.54
335,799,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_335.png,1775528555.74
336,795,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_336.png,1775528555.93
337,810,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_337.png,1775528556.14
338,804,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_338.png,1775528556.34
339,806,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_339.png,1775528556.54
340,805,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_340.png,1775528556.74
341,798,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_341.png,1775528556.98
342,792,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_342.png,1775528557.14
343,807,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_343.png,1775528557.34
344,794,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_344.png,1775528557.54
345,798,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_345.png,1775528557.74
346,793,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_346.png,1775528557.93
347,799,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_347.png,1775528558.14
348,792,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_348.png,1775528558.34
349,798,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_349.png,1775528558.54
350,799,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_350.png,1775528558.74
351,795,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_351.png,1775528558.94
352,803,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_352.png,1775528559.14
353,800,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_353.png,1775528559.33
354,805,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_354.png,1775528559.54
355,806,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_355.png,1775528559.74
356,805,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_356.png,1775528559.94
357,790,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_357.png,1775528560.14
358,798,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_358.png,1775528560.34
359,797,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_359.png,1775528560.54
360,790,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_360.png,1775528560.74
361,798,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_361.png,1775528560.94
362,789,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_362.png,1775528561.14
363,800,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_363.png,1775528561.34
364,794,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_364.png,1775528561.53
365,789,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_365.png,1775528561.73
366,795,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_366.png,1775528561.94
367,792,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_367.png,1775528562.12
368,790,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_368.png,1775528562.34
369,800,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_369.png,1775528562.54
370,794,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_370.png,1775528562.74
371,793,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_371.png,1775528562.94
372,786,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_372.png,1775528563.14
373,797,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_373.png,1775528563.34
374,806,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_374.png,1775528563.53
375,802,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_375.png,1775528563.74
376,787,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_376.png,1775528563.94
377,785,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_377.png,1775528564.14
378,786,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_378.png,1775528564.34
379,796,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_379.png,1775528564.56
380,795,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_380.png,1775528564.73
381,797,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_381.png,1775528564.94
382,787,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_382.png,1775528565.14
383,801,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_383.png,1775528565.33
384,787,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_384.png,1775528565.54
385,802,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_385.png,1775528565.74
386,774,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_386.png,1775528566.13
387,738,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_387.png,1775528566.33
388,618,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_388.png,1775528566.53
389,745,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_389.png,1775528567.53
390,641,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_390.png,1775528567.73
391,589,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_391.png,1775528567.94
392,591,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_392.png,1775528568.14
393,597,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_393.png,1775528568.33
394,529,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_394.png,1775528570.74
395,548,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_395.png,1775528570.94
396,517,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_396.png,1775528571.13
397,508,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_397.png,1775528573.53
398,627,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_398.png,1775528574.13
399,584,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_399.png,1775528574.74
1,967,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_1.png,1775528772.14
2,981,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_2.png,1775528772.32
3,992,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_3.png,1775528772.54
4,979,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_4.png,1775528772.73
5,1011,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_5.png,1775528772.94
6,991,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_6.png,1775528773.14
7,973,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_7.png,1775528773.33
8,989,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_8.png,1775528773.53
9,968,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_9.png,1775528773.74
10,979,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_10.png,1775528773.93
11,958,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_11.png,1775528774.14
12,964,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_12.png,1775528774.33
13,962,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_13.png,1775528774.54
14,971,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_14.png,1775528774.74
15,982,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_15.png,1775528774.93
16,966,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_16.png,1775528775.13
17,970,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_17.png,1775528775.34
18,983,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_18.png,1775528775.53
19,969,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_19.png,1775528775.74
20,971,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_20.png,1775528775.93
21,971,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_21.png,1775528776.13
22,969,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_22.png,1775528776.34
23,959,/afs/ec.auckland.ac.nz/users/z/c/zcol623/unixhome/detection_23.png,1775528776.53
